prestamo_id,cliente_id,sucursal_id,producto_id,oficial_id,numero_contrato,fecha_otorgamiento,fecha_vencimiento,monto_original,saldo_capital_vigente,tasa_interes_nominal_anual,tasa_interes_efectiva_anual,plazo_meses,tipo_credito,moneda,frecuencia_pago,cuota_programada,numero_cuotas_total,numero_cuotas_pagadas,numero_cuotas_pendientes,estado,dias_mora,clasificacion_riesgo_sbs,garantia_tipo,garantia_valor,proposito_credito,canal_desembolso,fecha_primer_pago_programado,fecha_ultimo_pago_real
102,4750,1,5,8,CONT-00000102,2020-06-08,2021-09-01,11748.05,0.0,26.29,29.701,15,Consumo,PEN,Mensual,927.4,15,15,0,Cancelado,0,Normal,Aval,0.0,Atención Médica,Cheque de Gerencia,2020-07-08,2021/09/01
103,4438,2,5,36,CONT-00000103,21-02-2023,2023-11-18,5187.91,0.0,40.29,48.6291,9,Consumo,PEN,Mensual,677.46,9,9,0,Cancelado,0,Normal,Carta Fianza,0.0,Electrodomésticos,Cheque de Gerencia,23-03-2023,2023/11/18
104,2278,11,5,17,CONT-00000104,21-07-2023,16-04-2024,7057.0,1807.12,38.61,46.2312,9,Consumo,PEN,Mensual,915.57,9,9,0,Moroso,281,Dudoso,Carta Fianza,0.0,Electrodomésticos,Cheque de Gerencia,2023-08-20,2024/04/16
105,536,24,6,2,CONT-00000105,14/12/2021,17-05-2027,11143.31,8198.75,23.61,26.3401,66,Personal,PEN,MENSUAL,302.99,66,37,29,Moroso,208,Dudoso,Carta Fianza,0.0,Gastos de Estudios,Agencia,2022-01-13,28-12-2024
106,1721,20,3,38,CONT-00000106,2024-03-11,2026-03-01,10099.54,6663.26,15.14,16.2361,24,Vehicular,PEN,Mensual,490.36,24,9,15,Vigente,0,Normal,Prenda Vehicular,14758.42,Vehículo Comercial,Transferencia Bancaria,2024/04/10,2024-12-06
107,855,16,4,35,CONT-00000107,27-05-2023,23-11-2023,3140.81,0.0,40.71,49.2342,6,Microempresa,PEN,Mensual,587.35,6,6,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Cheque de Gerencia,26-06-2023,23-11-2023
108,4799,4,5,45,CONT-00000108,22/08/2022,2025/05/08,19647.1,4344.2,36.28,42.9642,33,Consumo,PEN,Mensual,949.21,33,28,5,Vigente,0,Normal,Carta Fianza,0.0,Electrodomésticos,Agencia,21/09/2022,2024-12-09
109,3013,12,3,1,CONT-00000109,31-12-2023,2029-06-02,12458.81,11863.5,17.95,19.5029,66,Vehicular,pen,Mensual,298.34,66,12,54,Moroso,245,CPP,Bien Inmueble,19781.05,Vehículo Nuevo,Transferencia Bancaria,30-01-2024,2024/12/25
110,264,23,1,60,CONT-00000110,2021-07-22,28/12/2025,49186.77,16911.21,23.61,26.3401,54,Personal,PEN,Mensual,1487.0,54,41,13,Vigente,0,normal,Aval,0.0,Viaje / Turismo,Cheque de Gerencia,21-08-2021,2024-12-03
111,3170,11,5,17,CONT-00000111,2022/11/23,2024-02-16,634.59,0.0,37.12,44.1342,15,Consumo,PEN,Mensual,53.52,15,15,0,Cancelado,0,Normal,Sin Garantía,0.0,Muebles y Enseres,Cheque de Gerencia,23-12-2022,2024/02/16
112,4411,5,1,55,CONT-00000112,20/06/2020,2022/12/07,9456.68,0.0,20.56,22.6125,30,Personal,PEN,Mensual,405.78,30,30,0,Cancelado,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Transferencia Bancaria,2020-07-20,2022/12/07
113,2536,22,1,47,CONT-00000113,2020-08-29,14/08/2023,7948.07,0.0,30.66,35.3574,36,Personal,PEN,Mensual,340.29,36,36,0,Cancelado,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Agencia,2020/09/28,2023/08/14
114,2462,11,1,17,CONT-00000114,2021/01/15,2022/01/10,3782.11,0.0,31.19,36.0586,12,Personal,PEN,Mensual,370.92,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Emergencia Médica,Transferencia Bancaria,14/02/2021,2022-01-10
115,2777,4,1,19,CONT-00000115,22-09-2021,2023-09-12,15191.29,4051.34,31.61,36.6166,24,Personal,PEN,Mensual,862.03,24,24,0,Moroso,98,CPP,Carta Fianza,0.0,Emergencia Médica,Agencia,2021-10-22,2023-09-12
116,547,23,1,56,CONT-00000116,2021-10-08,2026-09-12,21285.16,11674.28,34.45,40.4453,60,Personal,PEN,Mensual ,747.94,60,39,21,Vigente,0,Normal,Aval,0.0,Mejoras del Hogar,Transferencia Bancaria,2021-11-07,21/12/2024
117,3096,10,1,9,CONT-00000117,2023-03-31,15/03/2026,14108.46,7611.93,33.93,39.737,36, PerSonAl,PEN,Mensual,629.7,36,21,15,Vigente,0,Normal,Sin Garantía,0.0,Gastos de Estudios,Transferencia Bancaria,30/04/2023,20/12/2024
118,2507,24,1,18,CONT-00000118,2021-03-07,2026/02/09,49694.03,18177.82,27.51,31.2579,60,Personal,PEN,Mensual,1532.61,60,46,14,Vigente,0,Normal,Sin Garantía,0.0,Emergencia Médica,Cheque de Gerencia,2021/04/06,2024/12/16
119,3671,8,7,3,CONT-00000119,26/08/2024,2046/10/30,376703.26,374685.24,8.02,8.3215,270,Hipotecario,USD,Mensual,3017.11,270,4,266,Vigente,0,Normal,Prenda Vehicular,522461.24,Compra de Vivienda,Cheque de Gerencia,25/09/2024,2024/12/24
120,3003,4,4,45,CONT-00000120,31-08-2022,2024-02-22,3055.28,0.0,38.25,45.722,18,Microempresa,PEN,Mensual,225.68,18,18,0,Cancelado,0,Normal,Sin Garantía,0.0,Expansión de Negocio,Cheque de Gerencia,2022/09/30,22/02/2024
121,4168,22,1,33,CONT-00000121,2020/01/17,2023-01-01,3314.19,0.0,29.24,33.4951,36,Personal,PEN,Mensual,139.32,36,36,0,Cancelado,0,Normal,Aval,0.0,Emergencia Médica,Agencia,2020-02-16,2023/01/01
122,1615,16,4,35,CONT-00000122,20-03-2024,2025/09/11,2072.97,1202.48,43.86,53.8449,18,Microempresa,PEN,Mensual,159.19,18,9,9,Vigente,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,19/04/2024,15/12/2024
123,3302,17,5,15,CONT-00000123,21/01/2024,15-04-2025,7777.69,2389.22,32.67,38.0343,15,Consumo,PEN,Mensual,638.5,15,11,4,Vigente,0,Normal,Carta Fianza,0.0,Electrodomésticos,Transferencia Bancaria,2024/02/20,16-12-2024
124,690,8,3,6,CONT-00000124,28-03-2023,2026/03/12,37388.12,17428.15,13.54,14.4127,36,Vehicular,PEN,Mensual,1269.5,36,21,15,Vigente,0,CPP,Bien Mueble,79903.31,Vehículo Usado,Cheque de Gerencia,27-04-2023,2024/12/17
125,3675,9,5,31,CONT-00000125,2023/09/20,16-06-2024,3754.37,0.0,42.0,51.1069,9,Consumo,PEN,Mensual,493.5,9,9,0,Castigado,19,Pérdida,Aval,0.0,Vestimenta y Calzado,Agencia,2023-10-20,16/06/2024
126,4191,7,4,14,CONT-00000126,14-02-2021,2022-08-08,14333.32,0.0,30.38,34.9883,18,Microempresa,PEN,Mensual,1001.33,18,18,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Cheque de Gerencia,16/03/2021,2022-08-08
127,3769,5,1,55,CONT-00000127,2024-09-27,2029/03/05,39004.82,37632.8,20.11,22.0711,54,Personal,PEN,Mensual,1103.42,54,3,51,Vigente,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Transferencia Bancaria,27/10/2024,26/12/2024
128,4929,10,4,9,CONT-00000128,2023/12/17,26/11/2027,20012.74,17825.6,47.35,59.1054,48,Microempresa,PEN,Mensual,935.68,48,12,36,Vigente,0,Normal,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,16-01-2024,2024/11/12
129,3601,2,5,36,CONT-00000129,19/05/2022,2025/02/02,12140.31,1112.39,35.46,41.8304,33,Consumo,PEN,Mensual,580.97,33,31,2,Vigente,0,Normal,Sin Garantía,0.0,Muebles y Enseres,Agencia,2022/06/18,2024-12-04
130,3174,14,2,28,CONT-00000130,23/10/2022,2038/02/01,254593.25,238646.82,10.51,11.0314,186,Hipotecario,PEN,Mensual,2778.62,186,26,160,Vigente,0,CPP,Bien Inmueble,420064.77,Compra de Vivienda,Agencia,22-11-2022,2024/12/11
131,3181,6,2,41,CONT-00000131,2021-11-26,2029-04-18,50105.84,33720.76,9.6,10.0339,90,Hipotecario,PEN,Mensual,783.13,90,37,53,Vigente,0,Normal,Bien Inmueble,69502.89,Refinanciamiento Hipotecario,Agencia,26-12-2021,2024/12/10
132,2045,10,1,12,CONT-00000132,2024-09-04,2029/02/10,6215.1,6063.12,34.59,40.6365,54,Personal,PEN,Mensual,228.38,54,3,51,Vigente,0,Normal,Sin Garantía,0.0,Viaje / Turismo,Transferencia Bancaria,2024/10/04,2024/12/03
133,389,6,2,41,CONT-00000133,25/02/2022,2042-11-07,652694.79,616125.89,8.36,8.6879,252,Hipotecario,PEN,Mensual,5504.03,252,34,218,Vigente,0,Normal,Bien Inmueble,935474.78,Ampliación y Remodelación,Cheque de Gerencia,2022/03/27,2024-12-11
134,4040,5,4,55,CONT-00000134,2022-10-25,2026/10/04,13922.02,8754.7,35.57,41.982,48,Microempresa,PEN,Mensual ,547.36,48,26,22,Vigente,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2022/11/24,2024/12/13
135,2917,16,4,35,CONT-00000135,13-10-2023,26/03/2027,6506.47,5296.01,21.73,24.0303,42,Microempresa,PEN,Mensual,222.56,42,14,28,Moroso,163,Dudoso,Aval,0.0,Capital de Trabajo,Transferencia Bancaria,2023/11/12,2024/12/06
136,4327,13,1,46,CONT-00000136,29/09/2022,24/09/2023,3540.56,0.0,21.26,23.459,12,Personal,PEN,mensual,330.12,12,12,0,Cancelado,0,Normal ,Aval,0.0,Emergencia Médica,Agencia,29/10/2022,24-09-2023
137,4378,15,4,32,CONT-00000137,23/08/2021,14/02/2023,7538.38,0.0,22.0,24.3597,18,Microempresa,PEN,Mensual,495.49,18,18,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Cheque de Gerencia,22/09/2021,14/02/2023
138,4329,21,5,59,CONT-00000138,24-12-2020,2021-09-20,769.09,0.0,27.97,31.8494,9,Consumo  ,PEN,Mensual,95.72,9,9,0,Cancelado,0,Normal,Aval,0.0,Atención Médica,Transferencia Bancaria,23/01/2021,20-09-2021
139,2135,17,5,52,CONT-00000139,17/08/2024,2025/05/14,9137.71,6424.7,42.0,51.1069,9,Consumo,PEN,Mensual,1201.12,9,4,5,Moroso,51,Dudoso,Sin Garantía,0.0,Muebles y Enseres,Cheque de Gerencia,2024/09/16,2024/12/15
140,924,8,8,6,CONT-00000140,2024-07-21,2027-04-07,20219.68,17911.8,23.12,25.7343,33,Microempresa,PEN,Mensual,833.69,33,5,28,Refinanciado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Transferencia Bancaria,20/08/2024,2024/12/18
141,4537,15,3,32,CONT-00000141,2024-03-09,2026-02-27,10025.69,7820.3,17.93,19.4794,24,Vehicular,PEN,Mensual,500.18,24,9,15,Moroso,252,Dudoso,Bien Mueble,13906.37,Vehículo Comercial,Cheque de Gerencia,2024/04/08,2024/12/04
142,3981,18,3,13,CONT-00000142,22-11-2023,2026-05-10,40448.02,24815.3,15.54,16.696,30,Vehicular,PEN,Mensual,1635.69,30,13,17,Vigente,0,Normal,Prenda Vehicular,77723.17,Vehículo Usado,Transferencia Bancaria,2023-12-22,16-12-2024
143,2481,21,3,59,CONT-00000143,2023/05/23,2024-05-17,18525.66,0.0,14.4,15.3895,12,VehIcuLar,PEN,Mensual,1666.85,12,12,0,Cancelado,0,Normal,Bien Inmueble,36315.03,Vehículo Usado,Transferencia Bancaria,22/06/2023,2024/05/17
144,4353,22,1,44,CONT-00000144,2024/06/06,2029-05-11,21536.91,20403.25,25.84,29.131,60,Personal,PEN,Mensual,642.79,60,6,54,Vigente,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Cheque de Gerencia,2024-07-06,2024-12-03
145,3282,19,1,38,CONT-00000145,2024-08-20,2029/07/25,20058.89,19408.4,27.88,31.7335,60,Personal,PEN,Mensual,623.1,60,4,56,Vigente,0,Normal,Carta Fianza,0.0,Libre Disponibilidad,Transferencia Bancaria,19-09-2024,2024/12/18
146,4442,3,2,45,CONT-00000146,2024/08/11,19/05/2040,268224.48,265892.47,9.9,10.3618,192,Hipotecario,PEN,Mensual,2788.69,192,4,188,Vigente,0,Normal,Bien Inmueble,493609.37,  AmPlIaCiÓn y rEmOdElAcIóN,Transferencia Bancaria,2024-09-10,2024/12/09
147,3557,9,1,31,CONT-00000147,2020-06-09,2025-05-14,31937.82,4750.44,29.37,33.6646,60,Personal,PEN,Mensual,1020.97,60,55,5,Vigente,0,Normal,Aval,0.0,Emergencia Médica ,Transferencia Bancaria,2020-07-09,2024/12/15
148,4384,8,3,5,CONT-00000148,2020/03/01,2024/08/07,20345.38,0.0,17.36,18.8101,54,Vehicular,PEN,Mensual,545.49,54,54,0,Cancelado,0,Normal,Bien Inmueble,39195.93,Vehículo Comercial,Cheque de Gerencia,2020-03-31,2024-08-07
149,898,18,5,11,CONT-00000149,2022-02-07,2022-11-04,6472.96,0.0,28.42,32.4304,9,Consumo,PEN,MENSUAL,807.04,9,9,0,Cancelado,0,Normal,Aval,0.0,Muebles y Enseres,Agencia,2022/03/09,2022/11/04
150,554,18,8,13,CONT-00000150,15-08-2021,2023/11/03,9752.5,0.0,19.11,20.8759,27,Microempresa,PEN,Mensual,447.23,27,27,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,14/09/2021,2023/11/03
151,633,21,5,59,CONT-00000151,2023-05-12,31/01/2025,5938.15,754.63,39.47,47.4542,21,Consumo,PEN,Mensual,396.03,21,19,2,Vigente,0,Normal,Carta Fianza,0.0,Vestimenta y Calzado,Agencia,2023/06/11,2024-12-02
152,3251,5,5,21,CONT-00000152,2024/03/29,2025/12/19,9546.32,6261.7,41.21,49.9575,21,Consumo,PEN,Mensual,645.48,21,9,12,Vigente,0,CPP,Aval,0.0,,Agencia,28/04/2024,24-12-2024
153,1577,11,4,17,CONT-00000153,2024/04/11,27-03-2027,16881.65,15233.15,27.12,30.7584,36,Microempresa,PEN,Mensual,690.28,36,8,28,Moroso,365,Deficiente,Aval,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,2024-05-11,2024-12-07
154,1693,24,1,18,CONT-00000154,2020/10/10,30-09-2022,16753.74,0.0,28.59,32.6505,24,Personal,PEN,Mensual,924.63,24,24,0,CANCELADO,0,Normal,Sin Garantía,0.0,Emergencia Médica,Cheque de Gerencia,2020/11/09,2022-09-30
155,4692,10,1,12,CONT-00000155,2023/07/05,2028/06/08,24123.76,19364.41,21.67,23.9573,60,PerSonAl ,PEN,Mensual,661.75,60,18,42,Vigente,0,Normal,Carta Fianza,0.0,Gastos de Estudios,Agencia,2023-08-04,2024-12-26
156,2707,21,5,59,CONT-00000156,2022-07-26,2023-04-22,6873.49,0.0,40.82,49.3931,9,Consumo,PEN ,Mensual,899.4,9,9,0,Cancelado,0,Normal,Aval,0.0,Muebles y Enseres,Transferencia Bancaria,2022-08-25,22/04/2023
157,75,11,1,17,CONT-00000157,2021-02-27,2021-08-26,1453.42,0.0,28.37,32.3657,6,Personal,PEN,Mensual,262.67,6,6,0,Cancelado,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Cheque de Gerencia,29-03-2021,2021/08/26
158,1580,16,4,35,CONT-00000158,2020/11/22,2023-11-07,4277.55,0.0,41.79,50.8006,36,Microempresa,PEN,Mensual,210.29,36,36,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,2020-12-22,2023-11-07
159,1590,15,1,32,CONT-00000159,2021/06/16,27-11-2024,44284.49,0.0,29.17,33.4039,42,Personal,PEN,Mensual,1694.39,42,42,0,Cancelado,0,Normal,Aval,0.0,Mejoras del Hogar,Cheque de Gerencia,2021-07-16,2024/11/27
160,1682,16,1,35,CONT-00000160,2024-08-23,2028-02-04,41293.47,39078.39,33.3,38.8832,42,Personal,PEN,Mensual,1677.14,42,4,38,Vigente,0,Normal,Aval,0.0,Libre Disponibilidad,Agencia,2024/09/22,2024/12/21
161,986,3,1,27,CONT-00000161,2024-04-01,18/09/2026,30743.24,23985.55,33.12,38.6402,30,Personal,PEN,Mensual,1520.23,30,9,21,Vigente,0,Normal,Carta Fianza,0.0,Emergencia Médica,Agencia,2024-05-01,2024/12/27
162,4171,4,6,45,CONT-00000162,15-09-2022,2029/02/10,15001.34,11386.22,15.44,16.5809,78,Personal,PEN,Mensual,305.85,78,27,51,vigente,0,Normal,Aval,0.0,Viaje / Turismo,Transferencia Bancaria,15-10-2022,2024-12-03
163,2594,14,3,28,CONT-00000163,2021-11-08,16/04/2026,26203.12,10022.53,17.76,19.2794,54,Vehicular,PEN,Mensual,708.1,54,38,16,Vigente,0,Normal,Bien Inmueble,43862.9,VEHÍCULO NUEVO,Agencia,2021-12-08,2024/12/22
164,3829,18,5,13,CONT-00000164,2022-01-12,2024-04-01,14419.16,0.0,32.87,38.3033,27,Consumo,PEN,Mensual,762.61,27,27,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,Cheque de Gerencia,2022-02-11,2024/04/01
165,3296,21,2,59,CONT-00000165,2024/07/07,2052/08/09,407423.05,406368.94,10.09,10.5699,342,Hipotecario,PEN,Mensual,3633.06,342,5,337,Vigente,0,Normal,Bien Inmueble,829517.84,Ampliación y Remodelación,Agencia,2024-08-06,2024-12-04
166,1437,17,4,15,CONT-00000166,2022-01-15,2024-07-03,13524.18,0.0,42.63,52.0292,30,Microempresa,PEN,Mensual,740.17,30,30,0,Castigado,80,Pérdida,Aval,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,14/02/2022,2024-07-03
167,4193,20,5,34,CONT-00000167,2022/12/07,2024/03/01,6521.06,0.0,41.91,50.9755,15,Consumo,PEN,Mensual,565.89,15,15,0,cancelado,0,Normal,Aval,0.0,Muebles y Enseres,Transferencia Bancaria,2023-01-06,2024-03-01
168,2561,14,6,54,CONT-00000168,2023-10-01,2024-03-29,4064.53,0.0,18.07,19.6443,6,Personal,PEN,Mensual,713.57,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,Libre Disponibilidad,Cheque de Gerencia,2023-10-31,2024/03/29
169,1285,23,1,60,CONT-00000169,2022/07/29,2026/07/08,14866.53,8102.12,31.22,36.0984,48,Personal,PEN,Mensual,545.88,48,29,19,Vigente,0,Normal,Sin Garantía,0.0,Viaje / Turismo,Transferencia Bancaria,28-08-2022,2024/12/15
170,575,6,4,40,CONT-00000170,2023/07/06,2026-12-17,7772.95,5427.8,31.52,36.4969,42,Microempresa,PEN,Mensual,307.75,42,18,24,Vigente,0,Normal,Sin Garantía,0.0,Compra de Inventario,Cheque de Gerencia,2023/08/05,27/12/2024
171,3940,18,3,13,CONT-00000171,2021/06/08,2023-11-25,55602.75,13195.76,14.31,15.2869,30,Vehicular,PEN,Mensual,2215.59,30,30,0,Moroso,147,Pérdida,Bien Inmueble,63623.78,Vehículo Comercial,Cheque de Gerencia,2021-07-08,25/11/2023
172,1931,6,1,40,CONT-00000172,2024/02/10,2026-01-30,6100.45,4389.94,21.24,23.4347,24,Personal,PEN,Mensual,314.2,24,10,14,Moroso,62,Deficiente,Carta Fianza,0.0,Gastos de Estudios,Transferencia Bancaria,2024/03/11,2024-12-06
173,4069,6,3,41,CONT-00000173,2024-05-19,2029-04-23,14529.72,13421.33,17.91,19.4558,60,Vehicular,PEN,Mensual,368.25,60,7,53,Vigente,0,Normal,Bien Inmueble,23591.03,Vehículo Nuevo,CheQue de geRenCia,18-06-2024,2024-12-15
174,4756,20,4,13,CONT-00000174,2021/09/06,2025-08-16,25109.75,13157.09,37.62,44.8348,48,  MicRoeMprEsa,PEN,Mensual,1018.69,48,40,8,Moroso,257,CPP,Carta Fianza,0.0,Compra de Inventario,Agencia,2021/10/06,19/12/2024
175,4928,7,1,25,CONT-00000175,16/05/2023,27-10-2026,8548.02,5767.89,30.92,35.701,42,Personal,PEN,Mensual,335.51,42,19,23,Vigente,0,Normal,Carta Fianza,0.0,Emergencia Médica,Transferencia Bancaria,2023/06/15,2024/12/06
176,2680,16,5,23,CONT-00000176,29-11-2021,2022/08/26,2023.79,0.0,35.05,41.2666,9,Consumo,PEN ,Mensual,258.96,9,9,0,Cancelado,0,Normal,Aval,0.0,Electrodomésticos,Transferencia Bancaria,29-12-2021,2022/08/26
177,1461,12,6,1,CONT-00000177,21/08/2022,2027/01/27,30377.11,17388.88,16.41,17.7023,54,Personal,PEN,Mensual,799.25,54,28,26,Vigente,0,Normal,Aval,0.0,Emergencia Médica,Cheque de Gerencia,2022/09/20,2024/12/08
178,2489,18,4,13,CONT-00000178,2021/01/31,2022/07/25,20415.29,0.0,42.96,52.5144,18,Microempresa,PEN,Mensual,1558.11,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Agencia,2021/03/02,25/07/2022
179,142,17,4,15,CONT-00000179,2023/03/15,2025-03-04,24703.72,3946.09,30.04,34.5414,24,Microempresa,PEN,Mensual,1381.76,24,21,3,Vigente,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,TRANSFERENCIA BANCARIA,14-04-2023,2024-12-04
180,1207,22,7,44,CONT-00000180,2023-08-31,18/05/2043,254474.41,247623.98,8.5,8.8391,240,Hipotecario,USD,Mensual,2208.39,240,16,224,Vigente,0,Normal,Prenda Vehicular,541461.23,Ampliación y Remodelación,Transferencia Bancaria,2023-09-30,2024/12/23
181,3201,20,1,26,CONT-00000181,28/01/2024,2027/01/12,18342.75,14514.53,33.52,39.1808,36,Personal,PEN,Mensual ,814.46,36,11,25,Vigente,0,Normal,Aval,0.0,Libre Disponibilidad,Transferencia Bancaria,27/02/2024,2024/12/23
182,2627,16,1,23,CONT-00000182,25-12-2021,2025/06/07,31614.12,6214.37,23.26,25.9071,42,Personal,PEN,Mensual,1107.12,42,36,6,Vigente,0,Normal,Sin Garantía,0.0,Emergencia Médica,TraNsfEreNciA bAncAriA,2022/01/24,2024-12-09
183,3341,19,5,16,CONT-00000183,2021-10-21,2022-01-19,2251.46,0.0,31.75,36.8031,3,Consumo,PEN,Mensual,790.55,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Vestimenta y Calzado,Transferencia Bancaria,2021-11-20,19-01-2022
184,4119,7,1,4,CONT-00000184,2020-11-24,14-11-2022,11877.4,0.0,28.63,32.7023,24,Personal,PEN,Mensual,655.75,24,24,0,Cancelado,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Cheque de Gerencia,24-12-2020,2022/11/14
185,2278,11,8,17,CONT-00000185,24-09-2022,2025/06/10,8414.11,2079.05,30.0,34.4889,33,Microempresa,PEN,MENSUAL,377.45,33,27,6,Vigente,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Transferencia Bancaria,24/10/2022,2024-12-12
186,2136,1,4,8,CONT-00000186,2021/08/05,2025/07/15,6048.19,1295.16,25.08,28.1736,48,Microempresa,PEN,Mensual ,200.81,48,41,7,Vigente,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,2021-09-04,17-12-2024
187,4478,19,1,38,CONT-00000187,24-02-2023,2025/02/13,3310.37,339.59,23.92,26.7247,24,Personal,PEN,Mensual,174.89,24,22,2,Vigente,0,Normal,Carta Fianza,0.0,Gastos de Estudios,Transferencia Bancaria,2023-03-26,15-12-2024
188,1272,1,5,8,CONT-00000188,30/04/2024,2025-01-25,2466.52,313.25,42.0,51.1069,9,Consumo,PEN,Mensual,324.21,9,8,1,Vigente,0,Normal,Aval,0.0,  MuEbLeS Y EnSeReS,Agencia,2024/05/30,2024/12/26
189,2672,5,2,21,CONT-00000189,2022/08/01,2034/05/30,50036.22,43926.39,9.43,9.8484,144,Hipotecario,PEN,Mensual,581.61,144,29,115,Refinanciado,0,Normal,Bien Inmueble,61600.06,Refinanciamiento Hipotecario,transferencia bancaria ,2022-08-31,2024/12/18
190,4846,5,3,21,CONT-00000190,22-06-2024,2028/11/28,12023.13,11746.91,17.88,19.4205,54,VeHiCuLaR,PEN,Mensual,325.68,54,6,48,Moroso,39,Deficiente,Bien Mueble,24772.32,Vehículo Comercial,Cheque de Gerencia,22/07/2024,2024/12/19
191,2223,22,4,7,CONT-00000191,2023/07/23,2026-07-07,3304.58,2031.41,23.89,26.6875,36,Microempresa,PEN,Mensual ,129.46,36,17,19,Vigente,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,22-08-2023,14/12/2024
192,2917,16,5,35,CONT-00000192,21/03/2023,19-06-2023,3881.9,0.0,36.52,43.2976,3,Consumo,PEN,Mensual,1373.51,3,3,0,Castigado,88,Pérdida,Aval,0.0,Vestimenta y Calzado,Transferencia Bancaria,2023/04/20,19/06/2023
193,4738,10,5,12,CONT-00000193,2020/11/07,25-07-2023,13183.65,0.0,26.98,30.5795,33,Consumo,PEN,Mensual,570.15,33,33,0,Cancelado,0,Normal,Sin Garantía,0.0,Vestimenta y Calzado,Cheque de Gerencia,2020-12-07,25-07-2023
194,947,14,1,28,CONT-00000194,2024/08/23,2029-07-28,10247.81,9831.11,19.67,21.5439,60,Personal,PEN,Mensual,269.63,60,65,56,Vigente,0,Normal,Carta Fianza,0.0,Emergencia Médica,Cheque de Gerencia,22-09-2024,21/12/2024
195,322,19,4,16,CONT-00000195,2024/04/25,15-04-2026,20289.31,16942.06,46.92,58.4485,24,Microempresa,PEN,Mensual,1318.48,24,8,16,Moroso,326,Dudoso,Sin Garantía,0.0,Expansión de Negocio,Agencia,25-05-2024,21-12-2024
196,4913,3,1,5,CONT-00000196,17/05/2023,23/10/2027,35361.65,26501.69,21.24,23.4347,54,Personal,PEN,Mensual,1022.27,54,19,35,Vigente,0,Normal,Aval,0.0,Emergencia Médica,Agencia,2023-06-16,2024-12-07
197,3850,17,4,52,CONT-00000197,2021-09-12,2023/09/02,9306.37,0.0,48.0,60.1032,24,Microempresa,pen,Mensual,610.38,24,24,0,Cancelado,0,Normal,Sin Garantía,0.0,ADQUISICIÓN DE ACTIVO FIJO,Transferencia Bancaria,2021-10-12,2023/09/02
198,787,20,1,29,CONT-00000198,22/02/2020,2023-08-05,-17438.55,0.0,34.21,40.118,42,Personal,PEN,MENSUAL,717.48,42,42,0,Cancelado,0,Normal,Aval,0.0,MeJoRaS DeL HoGaR,Agencia,23/03/2020,2023/08/05
199,4577,14,1,28,CONT-00000199,23/04/2023,2026-10-04,40910.47,25102.1,21.1,23.265,42,Personal,PEN,Mensual,1385.77,42,20,22,Vigente,0,CPP,Sin Garantía,0.0,Viaje / Turismo,Agencia,2023-05-23,13/12/2024
200,3262,22,8,7,CONT-00000200,23-05-2023,2026/02/06,6203.69,3253.51,30.0,34.4889,33,Microempresa,PEN,Mensual,278.29,33,19,14,Vigente,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Transferencia Bancaria,2023-06-22,13-12-2024
201,3073,11,1,17,CONT-00000201,2022/07/24,2023/07/19,1228.25,0.0,27.03,30.6433,12,Personal,PEN,Mensual,117.95,12,12,0,Cancelado,0,Normal,Aval,0.0,Emergencia Médica,TraNsfEreNciA bAncAriA  ,2022/08/23,2023/07/19
202,2531,17,5,52,CONT-00000202,28/08/2023,19-05-2025,6363.54,1954.81,42.0,51.1069,21,Consumo,PEN,Mensual,432.95,21,16,5,Vigente,0,Normal,Aval,0.0,Electrodomésticos,Transferencia Bancaria,27/09/2023,20/12/2024
