pago_id,prestamo_id,numero_cuota,fecha_vencimiento_cuota,fecha_pago,monto_cuota_programada,monto_capital_programado,monto_interes_programado,monto_pagado_total,monto_capital_pagado,monto_interes_pagado,monto_mora_pagado,saldo_capital_despues_pago,dias_retraso,estado_pago,canal_pago,referencia_pago
182,7,13,2024-03-21,2024-03-21,2240.62,1950.47,290.15,2240.62,1950.47,290.15,0.0,10458.08,0,Puntual,Agencia,REF0000000182
183,7,14,2024-04-20,2024-05-10,2240.62,1996.08,244.54,2240.62,1996.08,244.54,0.0,8462.0,20,Tardío,Transferencia Interbancaria,REF0000000183
184,7,15,2024-05-20,2024-05-20,2240.62,2042.75,197.87,2240.62,2042.75,197.87,0.0,6419.25,0,Puntual,Web Banca,REF0000000184
185,7,16,2024-06-19,2024-06-19,2240.62,2090.52,150.1,2240.62,2090.52,150.1,0.0,4328.73,0,Puntual,Web Banca,REF0000000185
186,7,17,2024-07-19,2024-07-21,2240.62,2139.4,101.22,2240.62,2139.4,101.22,0.0,2189.33,2,Con Gracia,Web Banca,REF0000000186
187,7,18,2024-08-18,2024-08-18,2240.62,2189.33,51.29,2240.62,2189.33,51.29,0.0,0.0,0,Puntual,Agencia,REF0000000187
188,8,1,2024-08-06,2024-08-06,714.55,667.51,47.04,714.55,667.51,47.04,0.0,1381.35,0,Puntual,App Móvil,REF0000000188
189,8,2,2024-09-05,2024-09-05,714.55,682.84,31.71,714.55,682.84,31.71,0.0,698.51,0,Puntual,App Móvil,REF0000000189
190,8,3,2024-10-05,2024-10-12,714.55,698.51,16.04,714.55,698.51,16.04,0.0,0.0,7,Con Gracia,Agencia,REF0000000190
191,9,1,2020-03-21,2020-03-21,1456.71,481.64,975.07,1456.71,481.64,975.07,0.0,41321.96,0,Puntual,Agencia,REF0000000191
192,9,2,2020-04-20,2020-04-20,1456.71,492.88,963.83,1456.71,492.88,963.83,0.0,40829.08,0,Puntual ,App Móvil,REF0000000192
193,9,3,2020-05-20,2020-05-20,1456.71,504.37,952.34,1456.71,504.37,952.34,0.0,40324.71,0,Puntual,App Móvil,REF0000000193
194,9,4,2020-06-19,2020-10-01,1456.71,516.14,940.57,1532.46,516.14,940.57,75.75,39808.57,104,Muy Tardío,Web Banca,REF0000000194
195,9,5,2020-07-19,2020-07-19,1456.71,528.18,928.53,1456.71,528.18,928.53,0.0,39280.39,0,Puntual,Agencia,REF0000000195
196,9,6,2020-08-18,2020-08-18,1456.71,540.49,916.22,1456.71,540.49,916.22,0.0,38739.9,0,Puntual,App Móvil,REF0000000196
197,9,7,2020-09-17,2020-09-17,1456.71,553.1,903.61,1456.71,553.1,903.61,0.0,38186.8,0,Puntual,Transferencia Interbancaria,REF0000000197
198,9,8,2020-10-17,2020-10-17,1456.71,566.0,890.71,1456.71,566.0,890.71,0.0,37620.8,0,Puntual,App Móvil,REF0000000198
199,9,9,2020-11-16,2020-11-24,1456.71,579.2,877.51,1456.71,579.2,877.51,0.0,37041.6,8,Con Gracia,Agencia,REF0000000199
200,9,10,2020-12-16,2021-01-13,1456.71,592.71,864.0,1456.71,592.71,864.0,0.0,36448.89,28,Tardío,Agente Bancario,REF0000000200
201,9,11,2021-01-15,2021-03-07,1456.71,606.54,850.17,1493.86,606.54,850.17,37.15,35842.35,51,Muy Tardío,APP MOVIL,REF0000000201
202,9,12,2021-02-14,2021-02-14,1456.71,620.69,836.02,1456.71,620.69,836.02,0.0,35221.66,0,Puntual ,Agencia,REF0000000202
203,9,13,2021-03-16,2021-03-16,1456.71,635.16,821.55,1456.71,635.16,821.55,0.0,34586.5,0,Puntual,Agente Bancario,REF0000000203
204,9,14,2021-04-15,2021-05-06,1456.71,649.98,806.73,1456.71,649.98,806.73,0.0,33936.52,21,Tardío,Transferencia Interbancaria,REF0000000204
205,9,15,2021-05-15,2021-09-25,1456.71,665.14,791.57,1553.58,665.14,791.57,96.87,33271.38,133,Muy Tardío,Web Banca,REF0000000205
206,9,16,2021-06-14,2021-06-14,1456.71,680.66,776.05,1456.71,680.66,776.05,0.0,32590.72,0,Puntual,Agencia,REF0000000206
207,9,17,2021-07-14,2021-07-16,1456.71,696.53,760.18,1456.71,696.53,760.18,0.0,31894.19,2,Con Gracia,Agencia,REF0000000207
208,9,18,2021-08-13,2021-08-13,1456.71,712.78,743.93,1456.71,712.78,743.93,0.0,31181.41,0,Puntual,Agente Bancario,REF0000000208
209,9,19,2021-09-12,2021-09-12,1456.71,729.4,727.31,1456.71,729.4,727.31,0.0,30452.01,0,Puntual,Agente Bancario,REF0000000209
210,9,20,2021-10-12,2021-10-12,1456.71,746.42,710.29,1456.71,746.42,710.29,0.0,29705.59,0,Puntual,App Móvil,REF0000000210
211,9,21,2021-11-11,2021-11-11,1456.71,763.83,692.88,1456.71,763.83,692.88,0.0,28941.76,0,Puntual,App Móvil,REF0000000211
212,9,22,2021-12-11,2021-12-11,1456.71,781.64,675.07,1456.71,781.64,675.07,0.0,28160.12,0,Puntual,Agente Bancario,REF0000000212
213,9,23,2022-01-10,2022-01-10,1456.71,799.88,656.83,1456.71,799.88,656.83,0.0,27360.24,0,Puntual,Cajero ATM,REF0000000213
214,9,24,2022-02-09,2022-06-19,1456.71,818.53,638.18,1551.4,818.53,638.18,94.69,26541.71,130,Muy Tardío,App Móvil,REF0000000214
215,9,25,2022-03-11,2022-03-11,1456.71,837.62,619.09,1456.71,837.62,619.09,0.0,25704.09,0,Puntual,Agencia,REF0000000215
216,9,26,2022-04-10,2022-04-10,1456.71,857.16,599.55,1456.71,857.16,599.55,0.0,24846.93,0,Puntual,Transferencia Interbancaria,REF0000000216
217,9,27,2022-05-10,2022-05-10,1456.71,877.16,579.55,1456.71,877.16,579.55,0.0,23969.77,0,Puntual,App Móvil,REF0000000217
218,9,28,2022-06-09,2022-06-09,1456.71,897.62,559.09,1456.71,897.62,559.09,0.0,23072.15,0,Puntual,App Móvil,REF0000000218
219,9,29,2022-07-09,2022-07-09,1456.71,918.55,538.16,1456.71,918.55,538.16,0.0,22153.6,0,Puntual,App Móvil,REF0000000219
220,9,30,2022-08-08,2022-08-08,1456.71,939.98,516.73,1456.71,939.98,516.73,0.0,21213.62,0,Puntual,App Móvil,REF0000000220
221,9,31,2022-09-07,2022-09-07,1456.71,961.9,494.81,1456.71,961.9,494.81,0.0,20251.72,0,Puntual,Web Banca,REF0000000221
222,9,32,2022-10-07,2022-10-07,1456.71,984.34,472.37,1456.71,984.34,472.37,0.0,19267.38,0,Puntual,Cajero ATM,REF0000000222
223,9,33,2022-11-06,2022-11-06,1456.71,1007.3,449.41,1456.71,1007.3,449.41,0.0,18260.08,0,Puntual,Débito Automático,REF0000000223
224,9,34,2022-12-06,2023-01-19,1456.71,1030.79,425.92,1488.76,1030.79,425.92,32.05,17229.29,44,Muy Tardío,App Móvil,REF0000000224
225,9,35,2023-01-05,2023-01-12,1456.71,1054.84,401.87,1456.71,1054.84,401.87,0.0,16174.45,7,Con Gracia,agencia,REF0000000225
226,9,36,2023-02-04,2023-02-17,1456.71,1079.44,377.27,1456.71,1079.44,377.27,0.0,15095.01,13,Tardío,App Móvil ,REF0000000226
227,9,37,2023-03-06,2023-03-06,1456.71,1104.62,352.09,1456.71,1104.62,352.09,0.0,13990.39,0,Puntual,Agencia,REF0000000227
228,9,38,2023-04-05,2023-04-05,1456.71,1130.38,326.33,1456.71,1130.38,326.33,0.0,12860.01,0,Puntual,Agencia,REF0000000228
229,9,39,2023-05-05,2023-05-05,1456.71,1156.75,299.96,1456.71,1156.75,299.96,0.0,11703.26,0,Puntual,App Móvil,REF0000000229
230,9,40,2023-06-04,2023-06-04,1456.71,1183.73,272.98,1456.71,1183.73,272.98,0.0,10519.53,0,Puntual,Débito Automático,REF0000000230
231,9,41,2023-07-04,2023-07-04,1456.71,1211.34,245.37,1456.71,1211.34,245.37,0.0,9308.19,0,Puntual,Web Banca,REF0000000231
232,9,42,2023-08-03,2023-08-03,1456.71,1239.6,217.11,1456.71,1239.6,217.11,0.0,8068.59,0,Puntual,Agencia,REF0000000232
233,9,43,2023-09-02,2023-09-02,1456.71,1268.51,188.2,1456.71,1268.51,188.2,0.0,6800.08,0,Puntual,Cajero ATM,REF0000000233
234,9,44,2023-10-02,2023-10-02,1456.71,1298.1,158.61,1456.71,1298.1,158.61,0.0,5501.98,0,Puntual,Transferencia Interbancaria,REF0000000234
235,9,45,2023-11-01,2023-11-01,1456.71,1328.38,128.33,1456.71,1328.38,128.33,0.0,4173.6,0,Puntual,Cajero ATM,REF0000000235
236,9,46,2023-12-01,2023-12-01,1456.71,1359.36,97.35,1456.71,1359.36,97.35,0.0,2814.24,0,Puntual,Agencia,REF0000000236
237,9,47,2023-12-31,2023-12-31,1456.71,1391.07,65.64,1456.71,1391.07,65.64,0.0,1423.17,0,Puntual,App Móvil,REF0000000237
238,9,48,2024-01-30,2024-06-22,1456.71,1423.17,33.54,1561.59,1423.17,33.54,104.88,0.0,144,Muy Tardío,App Móvil,REF0000000238
239,10,1,2021-07-17,2021-08-04,1905.9,743.24,1162.66,1905.9,743.24,1162.66,0.0,65348.3,18,Tardío,Web Banca,REF0000000239
240,10,2,2021-08-16,2021-08-16,1905.9,756.31,1149.59,1905.9,756.31,1149.59,0.0,64591.99,0,Puntual,Web Banca,REF0000000240
241,10,3,2021-09-15,2021-10-25,1905.9,769.62,1136.28,1944.02,769.62,1136.28,38.12,63822.37,40,Muy Tardío,Transferencia Interbancaria,REF0000000241
242,10,4,2021-10-15,2022-02-04,1905.9,783.16,1122.74,2012.63,783.16,1122.74,106.73,63039.21,112,Muy Tardío,App Móvil,REF0000000242
243,10,5,2021-11-14,2022-03-07,1905.9,796.94,1108.96,2013.58,796.94,1108.96,107.68,62242.27,113,Muy Tardío,App Móvil,REF0000000243
244,10,6,2021-12-14,2021-12-14,1905.9,810.95,1094.95,1905.9,810.95,1094.95,0.0,61431.32,0,Puntual,Agencia,REF0000000244
245,10,7,2022-01-13,2022-01-13,1905.9,825.22,1080.68,1905.9,825.22,1080.68,0.0,60606.1,0,Puntual,Agencia,REF0000000245
246,10,8,2022-02-12,2022-06-19,1905.9,839.74,1066.16,2026.92,839.74,1066.16,121.02,59766.36,127,Muy Tardío,App Móvil,REF0000000246
247,10,9,2022-03-14,2022-06-09,1905.9,854.51,1051.39,1988.81,854.51,1051.39,82.91,58911.85,87,Muy Tardío,Agencia,REF0000000247
248,10,10,2022-04-13,2022-05-16,1905.9,869.54,1036.36,1937.35,869.54,1036.36,31.45,58042.31,33,Muy Tardío,App Móvil,REF0000000248
249,10,11,2022-05-13,2022-06-22,1905.9,884.84,1021.06,1944.02,884.84,1021.06,38.12,57157.47,40,Muy Tardío,Transferencia Interbancaria,REF0000000249
250,10,12,2022-06-12,2022-07-28,1905.9,900.4,1005.5,1949.74,900.4,1005.5,43.84,56257.07,46,Muy Tardío,Web Banca,REF0000000250
251,10,13,2022-07-12,2022-11-04,1905.9,916.24,989.66,2015.49,916.24,989.66,109.59,55340.83,115,Muy Tardío,Web Banca,REF0000000251
252,10,14,2022-08-11,2022-10-29,1905.9,932.36,973.54,1981.18,932.36,973.54,75.28,54408.47,79,Muy Tardío,Web Banca,REF0000000252
253,10,15,2022-09-10,2023-01-13,1905.9,948.76,957.14,2025.02,948.76,957.14,119.12,53459.71,125,Muy Tardío,,REF0000000253
254,10,16,2022-10-10,2023-03-07,1905.9,965.45,940.45,2046.94,965.45,940.45,141.04,52494.26,148,Muy Tardío,App Móvil,REF0000000254
255,10,17,2022-11-09,2023-03-25,1905.9,982.44,923.46,2035.5,982.44,923.46,129.6,51511.82,136,Muy Tardío,Agencia,REF0000000255
256,10,18,2022-12-09,2023-03-11,1905.9,999.72,906.18,1993.57,999.72,906.18,87.67,50512.1,92,Muy Tardío,Transferencia Interbancaria,REF0000000256
257,10,19,2023-01-08,2023-01-31,1905.9,1017.31,888.59,1905.9,1017.31,888.59,0.0,49494.79,23,Tardío,Web Banca,REF0000000257
258,10,20,2023-02-07,2023-04-24,1905.9,1035.2,870.7,1978.32,1035.2,870.7,72.42,48459.59,76,Muy Tardío,Transferencia Interbancaria,REF0000000258
259,10,21,2023-03-09,2023-06-23,1905.9,1053.42,852.48,2006.91,1053.42,852.48,101.01,47406.17,106,Muy Tardío,App Móvil,REF0000000259
260,10,22,2023-04-08,2023-08-12,1905.9,1071.95,833.95,2025.97,1071.95,833.95,120.07,46334.22,126,Muy Tardío,Agencia,REF0000000260
261,10,23,2023-05-08,2023-05-31,1905.9,1090.8,815.1,1905.9,1090.8,815.1,0.0,45243.42,23,Tardío,Agencia,REF0000000261
262,10,24,2023-06-07,2023-07-13,1905.9,1109.99,795.91,1940.21,1109.99,795.91,34.31,44133.43,36,Muy Tardío,Web Banca,REF0000000262
263,10,25,2023-07-07,2023-11-21,1905.9,1129.52,776.38,2036.45,1129.52,776.38,130.55,43003.91,137,Muy Tardío,,REF0000000263
264,10,26,2023-08-06,2023-11-26,1905.9,1149.39,756.51,2012.63,1149.39,756.51,106.73,41854.52,112,Muy Tardío,App Móvil,REF0000000264
265,10,27,2023-09-05,2023-09-05,1905.9,1169.61,736.29,1905.9,1169.61,736.29,0.0,40684.91,0,Puntual,Débito Automático,REF0000000265
266,10,28,2023-10-05,2023-10-05,1905.9,1190.18,715.72,1905.9,1190.18,715.72,0.0,39494.73,0,Puntual,App Móvil,REF0000000266
267,10,29,2023-11-04,2024-02-27,1905.9,1211.12,694.78,2015.49,1211.12,694.78,109.59,38283.61,115,Muy Tardío,App Móvil,REF0000000267
268,10,30,2023-12-04,2024-04-17,1905.9,1232.43,673.47,2034.55,1232.43,673.47,128.65,37051.18,135,Muy Tardío,App Móvil,REF0000000268
269,10,31,2024-01-03,2024-01-03,1905.9,1254.11,651.79,1905.9,1254.11,651.79,0.0,35797.07,0,Puntual,Transferencia Interbancaria,REF0000000269
270,10,32,2024-02-02,2024-02-02,1905.9,1276.17,629.73,1905.9,1276.17,629.73,0.0,34520.9,0,Puntual,,REF0000000270
271,10,33,2024-03-03,2024-05-14,1905.9,1298.62,607.28,1974.51,1298.62,607.28,68.61,33222.28,72,Muy Tardío,App Móvil,REF0000000271
272,10,34,2024-04-02,2024-07-15,1905.9,1321.46,584.44,2005.01,1321.46,584.44,99.11,31900.82,104,Muy Tardío,agencia,REF0000000272
273,10,35,2024-05-02,2024-06-06,1905.9,1344.71,561.19,1939.25,1344.71,561.19,33.35,30556.11,35,Muy Tardío,App Móvil,REF0000000273
274,10,36,2024-06-01,2024-09-11,1905.9,1368.37,537.53,2003.1,1368.37,537.53,97.2,29187.74,102,Muy Tardío,App Móvil,REF0000000274
275,10,37,2024-07-01,2024-07-01,1905.9,1392.44,513.46,1905.9,1392.44,513.46,0.0,27795.3,0,Puntual,App Movil,REF0000000275
276,10,38,2024-07-31,2024-09-15,1905.9,1416.93,488.97,1949.74,1416.93,488.97,43.84,26378.37,46,Muy Tardío,Web Banca,REF0000000276
277,10,39,2024-08-30,2024-08-30,1905.9,1441.86,464.04,1905.9,1441.86,464.04,0.0,24936.51,0,Puntual,Cajero ATM,REF0000000277
278,10,40,2024-09-29,2024-09-29,1905.9,1467.23,438.67,1905.9,1467.23,438.67,0.0,23469.28,0,Puntual,Web Banca,REF0000000278
279,10,41,2024-10-29,2024-12-08,1905.9,1493.04,412.86,1944.02,1493.04,412.86,38.12,21976.24,40,Muy Tardío,Débito Automático,REF0000000279
280,10,42,2024-11-28,2024-11-28,1905.9,1519.3,386.6,1905.9,1519.3,386.6,0.0,20456.94,0,Puntual,App Móvil,REF0000000280
281,10,43,2024-12-28,2024-12-28,1905.9,1546.03,359.87,1905.9,1546.03,359.87,0.0,18910.91,0,Puntual,Agencia,REF0000000281
282,11,1,2022-12-13,2022-12-13,2180.7,1247.27,933.43,2180.7,1247.27,933.43,0.0,28361.94,0,Puntual,Agente Bancario,REF0000000282
283,11,2,2023-01-12,2023-01-12,2180.7,1286.59,894.11,2180.7,1286.59,894.11,0.0,27075.35,0,Puntual,Agente Bancario,REF0000000283
284,11,3,2023-02-11,2023-02-11,2180.7,1327.15,853.55,2180.7,1327.15,853.55,0.0,25748.2,0,Puntual,Agente Bancario,REF0000000284
285,11,4,2023-03-13,2023-03-14,2180.7,1368.99,811.71,2180.7,1368.99,811.71,0.0,24379.21,1,Con Gracia,Web Banca,REF0000000285
286,11,5,2023-04-12,2023-04-19,2180.7,1412.15,768.55,2180.7,1412.15,768.55,0.0,22967.06,7,Con Gracia,Transferencia Interbancaria,REF0000000286
287,11,6,2023-05-12,2023-05-12,2180.7,1456.66,724.04,2180.7,1456.66,724.04,0.0,21510.4,0,Puntual,App Móvil,REF0000000287
288,11,7,2023-06-11,2023-06-11,2180.7,1502.58,678.12,2180.7,1502.58,678.12,0.0,20007.82,0,Puntual,App Móvil,REF0000000288
289,11,8,2023-07-11,2023-07-11,2180.7,1549.95,630.75,2180.7,1549.95,630.75,0.0,18457.87,0,Puntual,Agencia,REF0000000289
290,11,9,2023-08-10,2023-08-10,2180.7,1598.82,581.88,2180.7,1598.82,581.88,0.0,16859.05,0,Puntual,App Móvil,REF0000000290
291,11,10,2023-09-09,2023-09-09,2180.7,1649.22,531.48,2180.7,1649.22,531.48,0.0,15209.83,0,Puntual,Agencia,REF0000000291
292,11,11,2023-10-09,2023-10-09,2180.7,1701.21,479.49,2180.7,1701.21,479.49,0.0,13508.62,0,Puntual,Agencia,REF0000000292
293,11,12,2023-11-08,2023-11-08,2180.7,1754.84,425.86,2180.7,1754.84,425.86,0.0,11753.78,0,Puntual,Transferencia Interbancaria,REF0000000293
294,11,13,2023-12-08,2023-12-08,2180.7,1810.16,370.54,2180.7,1810.16,370.54,0.0,9943.62,0,Puntual,Transferencia Interbancaria,REF0000000294
295,11,14,2024-01-07,2024-01-07,2180.7,1867.23,313.47,2180.7,1867.23,313.47,0.0,8076.39,0,Puntual,Agente Bancario,REF0000000295
296,11,15,2024-02-06,2024-02-10,2180.7,1926.09,254.61,2180.7,1926.09,254.61,0.0,6150.3,4,Con Gracia,Cajero ATM,REF0000000296
297,11,16,2024-03-07,2024-03-07,2180.7,1986.81,193.89,2180.7,1986.81,193.89,0.0,4163.49,0,Puntual,Agencia,REF0000000297
298,11,17,2024-04-06,2024-04-06,2180.7,2049.45,131.25,2180.7,2049.45,131.25,0.0,2114.04,0,Puntual,Agente Bancario,REF0000000298
299,11,18,2024-05-06,2024-05-06,2180.7,2114.04,66.66,2180.7,2114.04,66.66,0.0,0.0,0,Puntual,Cajero ATM,REF0000000299
300,12,1,2022-03-31,2022-03-31,1361.35,553.9,807.45,1361.35,553.9,807.45,0.0,36756.13,0,Puntual,Transferencia Interbancaria,REF0000000300
301,12,2,2022-04-30,2022-05-25,1361.35,565.89,795.46,1361.35,565.89,795.46,0.0,36190.24,25,Tardío,App Móvil,REF0000000301
302,12,3,2022-05-30,2022-05-30,1361.35,578.13,783.22,1361.35,578.13,783.22,0.0,35612.11,0,Puntual,Web Banca,REF0000000302
303,12,4,2022-06-29,2022-06-29,1361.35,590.64,770.71,1361.35,590.64,770.71,0.0,35021.47,0,Puntual,App Móvil,REF0000000303
304,12,5,2022-07-29,2022-07-29,1361.35,603.43,757.92,1361.35,603.43,757.92,0.0,34418.04,0,puntual,Web Banca,REF0000000304
305,12,6,2022-08-28,2022-09-02,1361.35,616.49,744.86,1361.35,616.49,744.86,0.0,33801.55,5,Con Gracia,App Móvil,REF0000000305
306,12,7,2022-09-27,2022-09-27,1361.35,629.83,731.52,1361.35,629.83,731.52,0.0,33171.72,0,Puntual,App Móvil,REF0000000306
307,12,8,2022-10-27,2022-10-27,1361.35,643.46,717.89,1361.35,643.46,717.89,0.0,32528.26,0,Puntual,App Móvil,REF0000000307
308,12,9,2022-11-26,2022-11-26,1361.35,657.38,703.97,1361.35,657.38,703.97,0.0,31870.88,0,Puntual,Transferencia Interbancaria,REF0000000308
309,12,10,2022-12-26,2022-12-26,1361.35,671.61,689.74,1361.35,671.61,689.74,0.0,31199.27,0,Puntual,,REF0000000309
310,12,11,2023-01-25,2023-01-31,1361.35,686.15,675.2,1361.35,686.15,675.2,0.0,30513.12,6,Con Gracia,Agencia,REF0000000310
311,12,12,2023-02-24,2023-04-07,1361.35,701.0,660.35,1389.94,701.0,660.35,28.59,29812.12,42,Muy Tardío,Transferencia Interbancaria,REF0000000311
312,12,13,2023-03-26,2023-03-26,1361.35,716.17,645.18,1361.35,716.17,645.18,0.0,29095.95,0,Puntual,Agente Bancario,REF0000000312
313,12,14,2023-04-25,2023-04-25,1361.35,731.67,629.68,1361.35,731.67,629.68,0.0,28364.28,0,Puntual ,App Móvil,REF0000000313
314,12,15,2023-05-25,2023-05-25,1361.35,747.5,613.85,1361.35,747.5,613.85,0.0,27616.78,0,Puntual,Web Banca,REF0000000314
315,12,16,2023-06-24,2023-06-24,1361.35,763.68,597.67,1361.35,763.68,597.67,0.0,26853.1,0,Puntual,Transferencia Interbancaria,REF0000000315
316,12,17,2023-07-24,2023-08-04,1361.35,780.2,581.15,1361.35,780.2,581.15,0.0,26072.9,11,Tardío,App Móvil,REF0000000316
317,12,18,2023-08-23,2023-08-23,1361.35,797.09,564.26,1361.35,797.09,564.26,0.0,25275.81,0,Puntual,Débito Automático,REF0000000317
318,12,19,2023-09-22,2023-09-22,1361.35,814.34,547.01,1361.35,814.34,547.01,0.0,24461.47,0,Puntual,Agencia,REF0000000318
319,12,20,2023-10-22,2023-10-22,1361.35,831.96,529.39,1361.35,831.96,529.39,0.0,23629.51,0,Puntual,Transferencia Interbancaria,REF0000000319
320,12,21,2023-11-21,2023-11-21,1361.35,849.97,511.38,1361.35,849.97,511.38,0.0,22779.54,0,Puntual,Web Banca,REF0000000320
321,12,22,2023-12-21,2023-12-21,1361.35,868.36,492.99,1361.35,868.36,492.99,0.0,21911.18,0,Puntual,Agencia,REF0000000321
322,12,23,2024-01-20,2024-01-20,1361.35,887.16,474.19,1361.35,887.16,474.19,0.0,21024.02,0,Puntual,App Móvil,REF0000000322
323,12,24,2024-02-19,2024-02-19,1361.35,906.36,454.99,1361.35,906.36,454.99,0.0,20117.66,0,Puntual,App Móvil,REF0000000323
324,12,25,2024-03-20,2024-06-10,1361.35,925.97,435.38,1417.17,925.97,435.38,55.82,19191.69,82,Muy Tardío,Web Banca,REF0000000324
325,12,26,2024-04-19,2024-04-19,1361.35,946.01,415.34,1361.35,946.01,415.34,0.0,18245.68,0,Puntual,Transferencia Interbancaria,REF0000000325
326,12,27,2024-05-19,2024-05-19,1361.35,966.48,394.87,1361.35,966.48,394.87,0.0,17279.2,0,Puntual,AGENCIA,REF0000000326
327,12,28,2024-06-18,2024-06-18,1361.35,987.4,373.95,1361.35,987.4,373.95,0.0,16291.8,0,Puntual,Web Banca,REF0000000327
328,12,29,2024-07-18,2024-07-18,1361.35,1008.77,352.58,1361.35,1008.77,352.58,0.0,15283.03,0,Puntual,Transferencia Interbancaria,REF0000000328
329,12,30,2024-08-17,2024-08-17,1361.35,1030.6,330.75,1361.35,1030.6,330.75,0.0,14252.43,0,Puntual,Agencia,REF0000000329
330,12,31,2024-09-16,2024-09-16,1361.35,1052.9,308.45,1361.35,1052.9,308.45,0.0,13199.53,0,Puntual,Web Banca,REF0000000330
331,12,32,2024-10-16,2024-10-18,1361.35,1075.69,285.66,1361.35,1075.69,285.66,0.0,12123.84,2,Con Gracia,App Móvil,REF0000000331
332,12,33,2024-11-15,2024-11-21,1361.35,1098.97,262.38,1361.35,1098.97,262.38,0.0,11024.87,6,Con Gracia,Web Banca,REF0000000332
333,12,34,2024-12-15,2024-12-15,1361.35,1122.75,238.6,1361.35,1122.75,238.6,0.0,9902.12,0,Puntual,,REF0000000333
334,13,1,2023-05-03,2023-06-13,1190.65,995.85,194.8,1215.06,995.85,194.8,24.41,11991.13,41,Muy Tardío,Agencia,REF0000000334
335,13,2,2023-06-02,2023-07-10,1190.65,1010.78,179.87,1213.27,1010.78,179.87,22.62,10980.35,38,Muy Tardío,App Móvil,REF0000000335
336,13,3,2023-07-02,2023-07-02,1190.65,1025.94,164.71,1190.65,1025.94,164.71,0.0,9954.41,0,Puntual,Cajero ATM,REF0000000336
337,13,4,2023-08-01,2023-09-21,1190.65,1041.33,149.32,1221.01,1041.33,149.32,30.36,8913.08,51,Muy Tardío,Transferencia Interbancaria,REF0000000337
338,13,5,2023-08-31,2023-11-26,1190.65,1056.95,133.7,1242.44,1056.95,133.7,51.79,7856.13,87,Muy Tardío,Cajero ATM,REF0000000338
339,13,6,2023-09-30,2023-10-07,1190.65,1072.81,117.84,1190.65,1072.81,117.84,0.0,6783.32,7,Con Gracia,Web Banca,REF0000000339
340,13,7,2023-10-30,2024-01-29,1190.65,1088.9,101.75,1244.82,1088.9,101.75,54.17,5694.42,91,Muy Tardío,Cajero ATM,REF0000000340
341,13,8,2023-11-29,2024-03-09,-1190.65,1105.23,85.42,1250.78,1105.23,85.42,60.13,4589.19,101,Muy Tardío,Transferencia Interbancaria,REF0000000341
342,13,9,2023-12-29,2024-03-15,1190.65,1121.81,68.84,1236.49,1121.81,68.84,45.84,3467.38,77,Muy Tardío,Web Banca,REF0000000342
343,13,10,2024-01-28,2024-01-28,1190.65,1138.64,52.01,1190.65,1138.64,52.01,0.0,2328.74,0,Puntual,App Móvil,REF0000000343
344,13,11,2024-02-27,2024-02-27,1190.65,1155.72,34.93,1190.65,1155.72,34.93,0.0,1173.02,0,Puntual,App Móvil,REF0000000344
345,13,12,2024-03-28,2024-04-25,1190.65,1173.02,17.63,1190.65,1173.02,17.63,0.0,0.0,28,Tardío,Agencia,REF0000000345
346,14,1,2022-02-01,2022-02-01,1829.83,1074.83,755.0,1829.83,1074.83,755.0,0.0,24091.73,0,Puntual,Cajero ATM,REF0000000346
347,14,2,2022-03-03,2022-03-03,1829.83,1107.08,722.75,1829.83,1107.08,722.75,0.0,22984.65,0,Puntual,App Móvil,REF0000000347
348,14,3,2022-04-02,2022-04-02,1829.83,1140.29,689.54,1829.83,1140.29,689.54,0.0,21844.36,0,Puntual,Agencia,REF0000000348
349,14,4,2022-05-02,2022-05-02,1829.83,1174.5,655.33,1829.83,1174.5,655.33,0.0,20669.86,0,Puntual,Agente Bancario,REF0000000349
350,14,5,2022-06-01,2022-06-01,1829.83,1209.73,620.1,1829.83,1209.73,620.1,0.0,19460.13,0,Puntual,Débito Automático,REF0000000350
351,14,6,2022-07-01,2022-07-08,1829.83,1246.03,583.8,1829.83,1246.03,583.8,0.0,18214.1,7,Con Gracia,Cajero ATM,REF0000000351
352,14,7,2022-07-31,2022-07-31,1829.83,1283.41,546.42,1829.83,1283.41,546.42,0.0,16930.69,0,Puntual,App Móvil,REF0000000352
353,14,8,2022-08-30,2022-08-30,1829.83,1321.91,507.92,1829.83,1321.91,507.92,0.0,15608.78,0,Puntual,Web Banca,REF0000000353
354,14,9,2022-09-29,2022-09-29,1829.83,1361.57,468.26,1829.83,1361.57,468.26,0.0,14247.21,0,Puntual,Agencia,REF0000000354
355,14,10,2022-10-29,2023-01-29,1829.83,1402.41,427.42,1914.0,1402.41,427.42,84.17,12844.8,92,Muy Tardío,Transferencia Interbancaria,REF0000000355
356,14,11,2022-11-28,2022-11-28,1829.83,1444.49,385.34,1829.83,1444.49,385.34,0.0,11400.31,0,Puntual,Web Banca,REF0000000356
357,14,12,2022-12-28,2022-12-28,1829.83,1487.82,342.01,1829.83,1487.82,342.01,0.0,9912.49,0,Puntual,Transferencia Interbancaria,REF0000000357
358,14,13,2023-01-27,2023-01-27,1829.83,1532.46,297.37,1829.83,1532.46,297.37,0.0,8380.03,0,Puntual,Agencia,REF0000000358
